TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
sg.edu.sutd.bank.webapp.service.UserRoleDAOImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6416666666666666,33,10
